"path","netid","size","Database"
"/gfs70/users/s/m/smower","smower","54071988","DAG1-DB001"
"/gfs72/users/a/k/akaufma2","akaufma2","1577028","DAG1-DB001"
"/gfs70/users/r/d/rddrago","rddrago","1405576","DAG1-DB001"
"/gfs73/users/j/a/jaodonne","jaodonne","1206436","DAG1-DB001"
"/gfs70/users/t/w/twurzbur","twurzbur","1062244","DAG1-DB001"
"/gfs70/users/s/a/samin","samin","931500","DAG1-DB001"
"/gfs63/users/k/a/kalynch","kalynch","840016","DAG1-DB001"
"/gfs62/users/b/a/bahamilt","bahamilt","785728","DAG1-DB001"
"/gfs73/users/w/n/wnedds","wnedds","717696","DAG1-DB001"
"/gfs62/users/e/l/elbates","elbates","624680","DAG1-DB001"
"/gfs71/users/m/e/mewinter","mewinter","578664","DAG1-DB001"
"/gfs60/users/a/r/aros","aros","549948","DAG1-DB001"
"/gfs62/users/c/a/caesca","caesca","477960","DAG1-DB001"
"/gfs62/users/c/f/cfranco","cfranco","466624","DAG1-DB001"
"/gfs70/users/t/k/tkinns","tkinns","405280","DAG1-DB001"
"/gfs70/users/s/r/srentas","srentas","395736","DAG1-DB001"
"/gfs70/users/s/l/slgross","slgross","352584","DAG1-DB001"
"/gfs73/users/t/f/tfaccio","tfaccio","337900","DAG1-DB001"
"/gfs60/users/k/s/ksteffen","ksteffen","306876","DAG1-DB001"
"/gfs63/users/l/h/lhendric","lhendric","294280","DAG1-DB001"
"/gfs70/users/x/c/xcao","xcao","268648","DAG1-DB001"
"/gfs70/users/s/f/sfenster","sfenster","262784","DAG1-DB001"
"/gfs72/users/a/n/anorman1","anorman1","231016","DAG1-DB001"
"/gfs62/users/g/s/gsans","gsans","223488","DAG1-DB001"
"/gfs70/users/p/b/pbeebe","pbeebe","211688","DAG1-DB001"
"/gfs62/users/b/h/bhershey","bhershey","200864","DAG1-DB001"
"/gfs62/users/e/l/eloo","eloo","188476","DAG1-DB001"
"/gfs60/users/k/s/kstucke","kstucke","176756","DAG1-DB001"
"/gfs60/users/a/j/ajones17","ajones17","168856","DAG1-DB001"
"/gfs70/users/s/m/smille30","smille30","161864","DAG1-DB001"
"/gfs72/users/a/s/aschuelk","aschuelk","149160","DAG1-DB001"
"/gfs70/users/s/b/sbrahmst","sbrahmst","145592","DAG1-DB001"
"/gfs62/users/c/l/cluisi","cluisi","135356","DAG1-DB001"
"/gfs60/users/a/j/ajdegen","ajdegen","131992","DAG1-DB001"
"/gfs72/users/k/t/ktedesch","ktedesch","121832","DAG1-DB001"
"/gfs70/users/s/f/sfarrel5","sfarrel5","119024","DAG1-DB001"
"/gfs72/users/m/g/mgreen","mgreen","109320","DAG1-DB001"
"/gfs63/users/j/h/jhendley","jhendley","107504","DAG1-DB001"
"/gfs61/users/c/m/cmlyon","cmlyon","100280","DAG1-DB001"
"/gfs61/users/c/g/cgunders","cgunders","97952","DAG1-DB001"
"/gfs60/users/h/c/hcurell","hcurell","90088","DAG1-DB001"
"/gfs62/users/b/w/bwcurran","bwcurran","88068","DAG1-DB001"
"/gfs72/users/c/h/chemgrad","chemgrad","81856","DAG1-DB001"
"/gfs71/users/m/m/mmucklow","mmucklow","79836","DAG1-DB001"
"/gfs73/users/n/c/nchitten","nchitten","74108","DAG1-DB001"
"/gfs62/users/d/c/dcrandal","dcrandal","71820","DAG1-DB001"
"/gfs60/users/g/n/gnaro","gnaro","66776","DAG1-DB001"
"/gfs63/users/k/o/kowillia","kowillia","65224","DAG1-DB001"
"/gfs62/users/d/n/dneupane","dneupane","60516","DAG1-DB001"
"/gfs70/users/s/s/sscski","sscski","58812","DAG1-DB001"
"/gfs73/users/m/c/mcampagn","mcampagn","54668","DAG1-DB001"
"/gfs70/users/v/l/vlyle","vlyle","53320","DAG1-DB001"
"/gfs60/users/a/v/avidalka","avidalka","49272","DAG1-DB001"
"/gfs71/users/l/p/lpontius","lpontius","47536","DAG1-DB001"
"/gfs63/users/j/m/jmaher2","jmaher2","45464","DAG1-DB001"
"/gfs62/users/c/a/capomera","capomera","42300","DAG1-DB001"
"/gfs70/users/s/m/smpomero","smpomero","40916","DAG1-DB001"
"/gfs70/users/r/t/rtrembla","rtrembla","38216","DAG1-DB001"
"/gfs72/users/a/m/amatthe3","amatthe3","36732","DAG1-DB001"
"/gfs71/users/m/e/merobbin","merobbin","34168","DAG1-DB001"
"/gfs70/users/o/a/oaraujom","oaraujom","33596","DAG1-DB001"
"/gfs70/users/o/g/ogacutan","ogacutan","30116","DAG1-DB001"
"/gfs73/users/m/a/masherid","masherid","29964","DAG1-DB001"
"/gfs64/users/y/t/ytian2","ytian2","27060","DAG1-DB001"
"/gfs71/users/z/h/zhou","zhou","26672","DAG1-DB001"
"/gfs63/users/l/t/ltaveras","ltaveras","24504","DAG1-DB001"
"/gfs62/users/b/r/brtucker","brtucker","23688","DAG1-DB001"
"/gfs71/users/l/k/lkahr","lkahr","22140","DAG1-DB001"
"/gfs70/users/t/s/tsulliv7","tsulliv7","20788","DAG1-DB001"
"/gfs73/users/j/b/jbhutchi","jbhutchi","19440","DAG1-DB001"
"/gfs70/users/s/d/sdavis9","sdavis9","18268","DAG1-DB001"
"/gfs71/users/m/t/mttripp","mttripp","17028","DAG1-DB001"
"/gfs63/users/j/w/jwang28","jwang28","16252","DAG1-DB001"
"/gfs71/users/r/z/rzabinsk","rzabinsk","15040","DAG1-DB001"
"/gfs60/users/c/c/cchen11","cchen11","14176","DAG1-DB001"
"/gfs62/users/b/o/boseiboa","boseiboa","12996","DAG1-DB001"
"/gfs62/users/i/b/ibatista","ibatista","12408","DAG1-DB001"
"/gfs72/users/a/f/aferrero","aferrero","11256","DAG1-DB001"
"/gfs63/users/p/b/pberry2","pberry2","10756","DAG1-DB001"
"/gfs63/users/j/m/jmlcuch","jmlcuch","9764","DAG1-DB001"
"/gfs60/users/n/a/naddo","naddo","9556","DAG1-DB001"
"/gfs63/users/l/s/lshanny","lshanny","8368","DAG1-DB001"
"/gfs73/users/m/a/macarr","macarr","8316","DAG1-DB001"
"/gfs72/users/p/m/pmccue","pmccue","7228","DAG1-DB001"
"/gfs70/users/s/h/share","share","7036","DAG1-DB001"
"/gfs71/users/m/j/mjfarbma","mjfarbma","6404","DAG1-DB001"
"/gfs63/users/k/m/kmorancy","kmorancy","5996","DAG1-DB001"
"/gfs61/users/a/a/aallen6","aallen6","5496","DAG1-DB001"
"/gfs62/users/b/a/bacollin","bacollin","5216","DAG1-DB001"
"/gfs70/users/s/d/sdubos","sdubos","4956","DAG1-DB001"
"/gfs72/users/a/l/alsimpso","alsimpso","4428","DAG1-DB001"
"/gfs60/users/k/s/kstoecke","kstoecke","4164","DAG1-DB001"
"/gfs73/users/m/c/mcrobins","mcrobins","3900","DAG1-DB001"
"/gfs62/users/b/h/bhallowe","bhallowe","3636","DAG1-DB001"
"/gfs63/users/j/l/jlewis3","jlewis3","3312","DAG1-DB001"
"/gfs62/users/e/c/ecarr2","ecarr2","3236","DAG1-DB001"
"/gfs72/users/a/p/apeel","apeel","2852","DAG1-DB001"
"/gfs63/users/l/a/lannino","lannino","2688","DAG1-DB001"
"/gfs70/users/t/s/tsmith23","tsmith23","2640","DAG1-DB001"
"/gfs71/users/w/s/wsdunn","wsdunn","2384","DAG1-DB001"
"/gfs62/users/c/a/cacote","cacote","2316","DAG1-DB001"
"/gfs63/users/k/c/kcbolton","kcbolton","2088","DAG1-DB001"
"/gfs63/users/j/w/jwood10","jwood10","2040","DAG1-DB001"
"/gfs60/users/c/b/cblattsp","cblattsp","1840","DAG1-DB001"
"/gfs62/users/e/f/efmoore","efmoore","1780","DAG1-DB001"
"/gfs73/users/t/e/techteam","techteam","1612","DAG1-DB001"
"/gfs62/users/g/s/gstein2","gstein2","1560","DAG1-DB001"
"/gfs62/users/g/a/gawillia","gawillia","1420","DAG1-DB001"
"/gfs60/users/a/j/ajagnari","ajagnari","1376","DAG1-DB001"
"/gfs63/users/j/g/jgates1","jgates1","1216","DAG1-DB001"
"/gfs63/users/l/b/lbarbers","lbarbers","1180","DAG1-DB001"
"/gfs63/users/k/n/knolan2","knolan2","1056","DAG1-DB001"
"/gfs61/users/e/n/envprog","envprog","1028","DAG1-DB001"
"/gfs62/users/b/d/bdjensen","bdjensen","892","DAG1-DB001"
"/gfs70/users/9/7/97anels1","97anels1","876","DAG1-DB001"
"/gfs63/users/k/o/kodonne9","kodonne9","764","DAG1-DB001"
"/gfs72/users/a/d/adikos","adikos","748","DAG1-DB001"
"/gfs62/users/i/c/icrane","icrane","640","DAG1-DB001"
"/gfs70/users/s/r/srboyle","srboyle","632","DAG1-DB001"
"/gfs61/users/g/f/gfraher","gfraher","552","DAG1-DB001"
"/gfs63/users/l/c/lclarfel","lclarfel","552","DAG1-DB001"
"/gfs72/users/s/j/sjcollin","sjcollin","488","DAG1-DB001"
"/gfs61/users/e/k/ekpierso","ekpierso","480","DAG1-DB001"
"/gfs62/users/d/d/ddabney","ddabney","440","DAG1-DB001"
"/gfs62/users/d/g/dgoossen","dgoossen","424","DAG1-DB001"
"/gfs70/users/r/l/rlove1","rlove1","388","DAG1-DB001"
"/gfs63/users/j/w/jwidener","jwidener","372","DAG1-DB001"
"/gfs71/users/j/k/jkeohane","jkeohane","352","DAG1-DB001"
"/gfs70/users/p/p/pparon","pparon","324","DAG1-DB001"
"/gfs73/users/t/b/tblang","tblang","300","DAG1-DB001"
"/gfs61/users/e/m/emisquit","emisquit","288","DAG1-DB001"
"/gfs70/users/s/h/shiersch","shiersch","260","DAG1-DB001"
"/gfs70/users/9/4/94koconn","94koconn","260","DAG1-DB001"
"/gfs62/users/c/p/cpisha","cpisha","236","DAG1-DB001"
"/gfs60/users/h/j/hjuo","hjuo","232","DAG1-DB001"
"/gfs70/users/v/l/vledoux","vledoux","216","DAG1-DB001"
"/gfs63/users/l/t/ltoner","ltoner","208","DAG1-DB001"
"/gfs70/users/s/t/stmarx","stmarx","196","DAG1-DB001"
"/gfs63/users/m/s/mschildk","mschildk","196","DAG1-DB001"
"/gfs63/users/m/s/msquierp","msquierp","180","DAG1-DB001"
"/gfs63/users/l/a/lanetwee","lanetwee","172","DAG1-DB001"
"/gfs61/users/c/s/csmith70","csmith70","172","DAG1-DB001"
"/gfs62/users/c/a/cafraser","cafraser","156","DAG1-DB001"
"/gfs61/users/j/z/jzcohen","jzcohen","152","DAG1-DB001"
"/gfs64/users/y/s/ysun10","ysun10","152","DAG1-DB001"
"/gfs62/users/b/f/bfitzpa1","bfitzpa1","140","DAG1-DB001"
"/gfs62/users/l/w/lwise","lwise","132","DAG1-DB001"
"/gfs62/users/e/t/eteel","eteel","132","DAG1-DB001"
"/gfs63/users/k/l/klewis7","klewis7","120","DAG1-DB001"
"/gfs62/users/d/s/dspargo","dspargo","120","DAG1-DB001"
"/gfs70/users/s/l/sladeeco","sladeeco","116","DAG1-DB001"
"/gfs61/users/a/a/aandreye","aandreye","108","DAG1-DB001"
"/gfs73/users/t/c/tcella","tcella","104","DAG1-DB001"
"/gfs72/users/a/h/ahutchi6","ahutchi6","104","DAG1-DB001"
"/gfs70/users/p/w/pwinnick","pwinnick","100","DAG1-DB001"
"/gfs63/users/l/r/lrambone","lrambone","96","DAG1-DB001"
"/gfs72/users/a/n/anelso10","anelso10","92","DAG1-DB001"
"/gfs72/users/d/b/dbertoli","dbertoli","88","DAG1-DB001"
"/gfs70/users/p/r/privacy","privacy","84","DAG1-DB001"
"/gfs71/users/m/y/myin1","myin1","80","DAG1-DB001"
"/gfs62/users/g/t/gtaylor","gtaylor","80","DAG1-DB001"
"/gfs72/users/a/m/ambender","ambender","80","DAG1-DB001"
"/gfs63/users/m/p/mpatkus","mpatkus","80","DAG1-DB001"
"/gfs73/users/m/c/mcahalan","mcahalan","80","DAG1-DB001"
"/gfs73/users/m/a/mavolant","mavolant","80","DAG1-DB001"
"/gfs70/users/s/f/sfmcclel","sfmcclel","76","DAG1-DB001"
"/gfs61/users/e/m/emoergen","emoergen","72","DAG1-DB001"
"/gfs61/users/c/e/ceglobal","ceglobal","72","DAG1-DB001"
"/gfs70/users/9/5/95pbliss","95pbliss","64","DAG1-DB001"
"/gfs63/users/k/o/kostx","kostx","60","DAG1-DB001"
"/gfs70/users/r/l/rlia","rlia","56","DAG1-DB001"
"/gfs62/users/f/b/fbrandt","fbrandt","52","DAG1-DB001"
"/gfs62/users/b/b/bbbean","bbbean","48","DAG1-DB001"
"/gfs63/users/k/b/kbfarrel","kbfarrel","40","DAG1-DB001"
"/gfs64/users/y/w/ywang47","ywang47","40","DAG1-DB001"
"/gfs62/users/d/w/dwabinga","dwabinga","36","DAG1-DB001"
"/gfs70/users/r/b/rbasaksm","rbasaksm","32","DAG1-DB001"
"/gfs62/users/g/s/gszynkar","gszynkar","32","DAG1-DB001"
"/gfs73/users/n/b/nbarhe","nbarhe","24","DAG1-DB001"
"/gfs60/users/a/x/axiao1","axiao1","24","DAG1-DB001"
"/gfs62/users/c/l/clapp","clapp","24","DAG1-DB001"
"/gfs73/users/n/f/nfeleke","nfeleke","24","DAG1-DB001"
"/gfs72/users/a/m/amcummin","amcummin","24","DAG1-DB001"
"/gfs72/users/a/s/aseconti","aseconti","24","DAG1-DB001"
"/gfs61/users/c/m/cmurin","cmurin","24","DAG1-DB001"
"/gfs73/users/w/h/whuck","whuck","24","DAG1-DB001"
"/gfs62/users/b/w/bwarring","bwarring","24","DAG1-DB001"
"/gfs62/users/c/d/cdcilime","cdcilime","24","DAG1-DB001"
"/gfs62/users/b/g/bgilchr1","bgilchr1","24","DAG1-DB001"
"/gfs60/users/c/w/cwross","cwross","24","DAG1-DB001"
"/gfs62/users/g/c/gccastro","gccastro","24","DAG1-DB001"
"/gfs60/users/a/w/awermuth","awermuth","24","DAG1-DB001"
"/gfs60/users/j/d/jdigasso","jdigasso","24","DAG1-DB001"
"/gfs72/users/a/h/ahmccalm","ahmccalm","24","DAG1-DB001"
"/gfs60/users/h/m/hmacrae","hmacrae","24","DAG1-DB001"
"/gfs61/users/e/m/emmorin","emmorin","24","DAG1-DB001"
"/gfs61/users/a/a/aabatche","aabatche","24","DAG1-DB001"
"/gfs72/users/a/m/amanevic","amanevic","24","DAG1-DB001"
"/gfs72/users/a/b/abkhan","abkhan","24","DAG1-DB001"
"/gfs62/users/g/h/gho","gho","24","DAG1-DB001"
"/gfs61/users/a/a/aavergar","aavergar","24","DAG1-DB001"
"/gfs63/users/j/m/jmwulfma","jmwulfma","24","DAG1-DB001"
"/gfs63/users/j/m/jmille55","jmille55","24","DAG1-DB001"
"/gfs63/users/j/l/jlee39","jlee39","24","DAG1-DB001"
"/gfs63/users/l/j/ljasiewi","ljasiewi","24","DAG1-DB001"
"/gfs70/users/t/n/tni","tni","24","DAG1-DB001"
"/gfs71/users/s/w/swbelden","swbelden","24","DAG1-DB001"
"/gfs71/users/s/w/swestcot","swestcot","24","DAG1-DB001"
"/gfs63/users/k/a/kallen8","kallen8","24","DAG1-DB001"
"/gfs63/users/j/h/jhfishma","jhfishma","24","DAG1-DB001"
"/gfs63/users/j/w/jwmoner","jwmoner","24","DAG1-DB001"
"/gfs70/users/s/c/scuoco","scuoco","24","DAG1-DB001"
"/gfs70/users/s/e/sesielio","sesielio","24","DAG1-DB001"
"/gfs70/users/s/a/saaapltv","saaapltv","24","DAG1-DB001"
"/gfs70/users/s/b/sbozkurt","sbozkurt","24","DAG1-DB001"
"/gfs70/users/s/r/srubinro","srubinro","24","DAG1-DB001"
"/gfs70/users/r/d/rdplatt","rdplatt","24","DAG1-DB001"
"/gfs63/users/l/m/lmheming","lmheming","24","DAG1-DB001"
"/gfs70/users/v/b/vblair","vblair","24","DAG1-DB001"
"/gfs70/users/o/r/orowell","orowell","24","DAG1-DB001"
"/gfs64/users/y/f/yfang3","yfang3","24","DAG1-DB001"
"/gfs71/users/m/e/mefurlon","mefurlon","24","DAG1-DB001"
"/gfs72/users/r/j/rjvincen","rjvincen","24","DAG1-DB001"
"/gfs62/users/i/m/imoody1","imoody1","24","DAG1-DB001"
"/gfs62/users/d/d/ddeangel","ddeangel","24","DAG1-DB001"
"/gfs62/users/d/e/degreen","degreen","24","DAG1-DB001"
"/gfs62/users/b/u/burrutia","burrutia","24","DAG1-DB001"
"/gfs72/users/d/b/dborg","dborg","24","DAG1-DB001"
"/gfs62/users/j/e/jecourno","jecourno","24","DAG1-DB001"
"/gfs62/users/j/f/jfuessel","jfuessel","24","DAG1-DB001"
"/gfs62/users/j/j/jjzuber","jjzuber","24","DAG1-DB001"
"/gfs71/users/r/a/rakumar","rakumar","24","DAG1-DB001"
"/gfs71/users/n/s/nsmidtaf","nsmidtaf","24","DAG1-DB001"
"/gfs71/users/z/e/zettingh","zettingh","24","DAG1-DB001"
"/gfs63/users/k/n/knbarry","knbarry","24","DAG1-DB001"
"/gfs62/users/e/s/eskeatin","eskeatin","24","DAG1-DB001"
"/gfs62/users/e/z/ezanetak","ezanetak","24","DAG1-DB001"
"/gfs71/users/m/h/mhu2","mhu2","24","DAG1-DB001"
"/gfs62/users/e/e/eenright","eenright","24","DAG1-DB001"
"/gfs62/users/e/t/etharp","etharp","24","DAG1-DB001"
"/gfs72/users/m/g/mga","mga","44548996","DAG1-DB002"
"/gfs60/users/k/z/kzahn","kzahn","2956856","DAG1-DB002"
"/gfs61/users/e/m/emandara","emandara","2490192","DAG1-DB002"
"/gfs71/users/r/a/ragne","ragne","2114672","DAG1-DB002"
"/gfs70/users/s/l/slewins","slewins","1815708","DAG1-DB002"
"/gfs62/users/j/f/jfentonc","jfentonc","1581332","DAG1-DB002"
"/gfs62/users/g/b/gblacutt","gblacutt","1410136","DAG1-DB002"
"/gfs71/users/n/r/nrawat","nrawat","1209344","DAG1-DB002"
"/gfs72/users/a/d/adesider","adesider","1087936","DAG1-DB002"
"/gfs71/users/s/w/swalden","swalden","1041116","DAG1-DB002"
"/gfs73/users/m/c/mceddy","mceddy","838120","DAG1-DB002"
"/gfs62/users/c/y/cyyu","cyyu","790916","DAG1-DB002"
"/gfs73/users/j/c/jcoffey","jcoffey","696508","DAG1-DB002"
"/gfs70/users/r/m/rmegill","rmegill","663736","DAG1-DB002"
"/gfs71/users/k/w/kwillia7","kwillia7","560600","DAG1-DB002"
"/gfs63/users/j/h/jhwhite","jhwhite","537584","DAG1-DB002"
"/gfs62/users/d/a/darogers","darogers","491088","DAG1-DB002"
"/gfs62/users/c/r/crugg","crugg","456332","DAG1-DB002"
"/gfs63/users/j/s/jsheehe","jsheehe","413856","DAG1-DB002"
"/gfs63/users/k/m/kmkennet","kmkennet","386896","DAG1-DB002"
"/gfs61/users/g/g/gghanava","gghanava","358736","DAG1-DB002"
"/gfs61/users/g/k/gkeller","gkeller","332568","DAG1-DB002"
"/gfs61/users/f/t/ftprntml","ftprntml","311284","DAG1-DB002"
"/gfs71/users/m/f/mfoster2","mfoster2","294148","DAG1-DB002"
"/gfs70/users/r/e/resappls","resappls","268892","DAG1-DB002"
"/gfs62/users/b/s/bsugzda","bsugzda","260536","DAG1-DB002"
"/gfs70/users/p/r/prusin","prusin","232680","DAG1-DB002"
"/gfs70/users/s/a/saevans","saevans","225400","DAG1-DB002"
"/gfs60/users/h/k/hkenner","hkenner","210352","DAG1-DB002"
"/gfs63/users/j/m/jmscisz","jmscisz","199892","DAG1-DB002"
"/gfs62/users/c/r/crapin","crapin","189068","DAG1-DB002"
"/gfs71/users/s/w/swolstei","swolstei","178284","DAG1-DB002"
"/gfs72/users/a/d/adbigelo","adbigelo","167780","DAG1-DB002"
"/gfs73/users/n/g/nglaser","nglaser","159328","DAG1-DB002"
"/gfs60/users/j/d/jdyke","jdyke","151340","DAG1-DB002"
"/gfs70/users/p/r/prmchugh","prmchugh","146704","DAG1-DB002"
"/gfs70/users/s/r/srosenso","srosenso","134504","DAG1-DB002"
"/gfs62/users/e/a/earena1","earena1","131300","DAG1-DB002"
"/gfs62/users/b/m/bmurray2","bmurray2","122388","DAG1-DB002"
"/gfs72/users/a/l/alutton","alutton","119232","DAG1-DB002"
"/gfs62/users/e/h/ehodgdon","ehodgdon","109144","DAG1-DB002"
"/gfs70/users/r/l/rlcasell","rlcasell","107260","DAG1-DB002"
"/gfs72/users/a/k/akwong","akwong","100464","DAG1-DB002"
"/gfs70/users/s/h/shale","shale","98168","DAG1-DB002"
"/gfs63/users/j/m/jmwhitma","jmwhitma","89956","DAG1-DB002"
"/gfs70/users/r/d/rdoolan","rdoolan","87936","DAG1-DB002"
"/gfs60/users/i/d/idaniels","idaniels","81992","DAG1-DB002"
"/gfs60/users/a/r/aroseman","aroseman","79444","DAG1-DB002"
"/gfs62/users/d/s/dschweiz","dschweiz","74648","DAG1-DB002"
"/gfs70/users/p/b/pbirnbau","pbirnbau","71436","DAG1-DB002"
"/gfs62/users/b/d/bdjones","bdjones","67776","DAG1-DB002"
"/gfs62/users/d/s/dsherry","dsherry","63932","DAG1-DB002"
"/gfs72/users/a/b/abrown60","abrown60","62464","DAG1-DB002"
"/gfs72/users/a/g/agroyer","agroyer","57128","DAG1-DB002"
"/gfs62/users/c/p/cpfoley","cpfoley","55740","DAG1-DB002"
"/gfs71/users/m/l/mlellis","mlellis","52176","DAG1-DB002"
"/gfs70/users/r/s/rsbelche","rsbelche","50620","DAG1-DB002"
"/gfs71/users/s/w/swang16","swang16","46536","DAG1-DB002"
"/gfs60/users/a/v/avangala","avangala","44728","DAG1-DB002"
"/gfs63/users/j/w/jwhite","jwhite","43152","DAG1-DB002"
"/gfs62/users/j/e/jevans3","jevans3","40300","DAG1-DB002"
"/gfs72/users/c/h/charris4","charris4","38916","DAG1-DB002"
"/gfs63/users/k/l/kli3","kli3","35660","DAG1-DB002"
"/gfs72/users/c/h/chuston","chuston","35180","DAG1-DB002"
"/gfs62/users/i/b/ibrownin","ibrownin","32016","DAG1-DB002"
"/gfs71/users/s/n/snelso14","snelso14","31644","DAG1-DB002"
"/gfs71/users/m/d/mdnash","mdnash","28708","DAG1-DB002"
"/gfs73/users/w/l/wlipke","wlipke","28368","DAG1-DB002"
"/gfs62/users/e/h/ehafter","ehafter","25444","DAG1-DB002"
"/gfs61/users/e/r/erosenb2","erosenb2","25384","DAG1-DB002"
"/gfs72/users/b/t/btparson","btparson","24028","DAG1-DB002"
"/gfs63/users/l/m/lmorais","lmorais","21708","DAG1-DB002"
"/gfs64/users/y/y/yyefko","yyefko","21456","DAG1-DB002"
"/gfs62/users/j/e/jeshanno","jeshanno","18916","DAG1-DB002"
"/gfs63/users/j/m/jmantegn","jmantegn","18448","DAG1-DB002"
"/gfs60/users/a/j/ajgertle","ajgertle","16940","DAG1-DB002"
"/gfs62/users/d/c/dcashman","dcashman","16240","DAG1-DB002"
"/gfs60/users/j/d/jdmcginn","jdmcginn","15048","DAG1-DB002"
"/gfs70/users/r/d/rdarling","rdarling","14184","DAG1-DB002"
"/gfs62/users/h/l/hlovelet","hlovelet","12972","DAG1-DB002"
"/gfs71/users/r/r/rrussel3","rrussel3","12504","DAG1-DB002"
"/gfs63/users/l/h/lholm","lholm","11164","DAG1-DB002"
"/gfs62/users/h/p/hpatzwah","hpatzwah","10828","DAG1-DB002"
"/gfs71/users/l/p/lpeters","lpeters","9704","DAG1-DB002"
"/gfs61/users/c/m/cmburu","cmburu","9572","DAG1-DB002"
"/gfs72/users/p/c/pcarrard","pcarrard","8364","DAG1-DB002"
"/gfs70/users/r/p/rpieratt","rpieratt","8256","DAG1-DB002"
"/gfs70/users/t/w/twviola","twviola","7260","DAG1-DB002"
"/gfs62/users/e/l/elyon1","elyon1","7176","DAG1-DB002"
"/gfs60/users/c/w/cwcrabtr","cwcrabtr","6224","DAG1-DB002"
"/gfs70/users/o/i/oir","oir","6156","DAG1-DB002"
"/gfs72/users/a/k/akameden","akameden","5392","DAG1-DB002"
"/gfs70/users/t/t/tturner","tturner","5240","DAG1-DB002"
"/gfs70/users/r/f/rfarran","rfarran","4796","DAG1-DB002"
"/gfs62/users/e/h/ehferlan","ehferlan","4568","DAG1-DB002"
"/gfs61/users/f/m/fmeier","fmeier","4164","DAG1-DB002"
"/gfs71/users/m/m/mmorri16","mmorri16","3900","DAG1-DB002"
"/gfs62/users/j/j/jjones2","jjones2","3636","DAG1-DB002"
"/gfs71/users/m/h/mhaiman","mhaiman","3312","DAG1-DB002"
"/gfs61/users/c/s/cspeacoc","cspeacoc","3232","DAG1-DB002"
"/gfs72/users/a/s/asmit","asmit","2860","DAG1-DB002"
"/gfs62/users/g/a/gatweh","gatweh","2672","DAG1-DB002"
"/gfs62/users/d/r/drubin","drubin","2652","DAG1-DB002"
"/gfs72/users/j/t/jtallmad","jtallmad","2380","DAG1-DB002"
"/gfs62/users/c/l/class011","class011","2320","DAG1-DB002"
"/gfs70/users/q/c/qchafee","qchafee","2088","DAG1-DB002"
"/gfs62/users/d/p/dpurvee","dpurvee","2040","DAG1-DB002"
"/gfs60/users/c/i/cigwilli","cigwilli","1840","DAG1-DB002"
"/gfs61/users/e/m/emccormi","emccormi","1780","DAG1-DB002"
"/gfs62/users/b/m/bmerrick","bmerrick","1612","DAG1-DB002"
"/gfs63/users/k/m/kmcateer","kmcateer","1560","DAG1-DB002"
"/gfs61/users/c/g/cggay","cggay","1420","DAG1-DB002"
"/gfs62/users/h/f/hfobert","hfobert","1372","DAG1-DB002"
"/gfs72/users/j/t/jtuttman","jtuttman","1224","DAG1-DB002"
"/gfs61/users/a/a/aahmad1","aahmad1","1172","DAG1-DB002"
"/gfs70/users/p/t/ptarte","ptarte","1076","DAG1-DB002"
"/gfs62/users/0/1/01chandy","01chandy","996","DAG1-DB002"
"/gfs72/users/d/m/dmmaynar","dmmaynar","960","DAG1-DB002"
"/gfs62/users/c/r/crunge","crunge","816","DAG1-DB002"
"/gfs62/users/j/f/jfhurd","jfhurd","792","DAG1-DB002"
"/gfs70/users/r/m/rmillerj","rmillerj","716","DAG1-DB002"
"/gfs72/users/c/h/chancy","chancy","668","DAG1-DB002"
"/gfs72/users/m/g/mgeorge1","mgeorge1","608","DAG1-DB002"
"/gfs70/users/v/c/vcoric","vcoric","576","DAG1-DB002"
"/gfs72/users/a/l/alei","alei","528","DAG1-DB002"
"/gfs71/users/s/n/snorland","snorland","504","DAG1-DB002"
"/gfs63/users/j/s/jsrussel","jsrussel","468","DAG1-DB002"
"/gfs70/users/r/s/rschutz","rschutz","452","DAG1-DB002"
"/gfs70/users/r/s/rstrong","rstrong","412","DAG1-DB002"
"/gfs62/users/i/p/ips1","ips1","400","DAG1-DB002"
"/gfs73/users/j/b/jburtonb","jburtonb","364","DAG1-DB002"
"/gfs61/users/e/r/erguido","erguido","352","DAG1-DB002"
"/gfs62/users/0/4/04hester","04hester","324","DAG1-DB002"
"/gfs70/users/t/m/tmhickey","tmhickey","300","DAG1-DB002"
"/gfs73/users/n/f/nfitzsim","nfitzsim","288","DAG1-DB002"
"/gfs71/users/m/m/mmg1","mmg1","260","DAG1-DB002"
"/gfs71/users/r/r/rrooney","rrooney","260","DAG1-DB002"
"/gfs62/users/e/x/extsurv","extsurv","236","DAG1-DB002"
"/gfs70/users/r/e/recfacil","recfacil","232","DAG1-DB002"
"/gfs63/users/j/m/jmrock","jmrock","216","DAG1-DB002"
"/gfs71/users/n/r/nrfontai","nrfontai","208","DAG1-DB002"
"/gfs62/users/b/d/bdicosta","bdicosta","196","DAG1-DB002"
"/gfs70/users/s/k/skhan6","skhan6","196","DAG1-DB002"
"/gfs71/users/m/m/mmploof","mmploof","180","DAG1-DB002"
"/gfs73/users/j/b/jbracine","jbracine","172","DAG1-DB002"
"/gfs62/users/h/f/hfinley","hfinley","172","DAG1-DB002"
"/gfs71/users/m/m/mmuessig","mmuessig","156","DAG1-DB002"
"/gfs63/users/j/h/jharri18","jharri18","152","DAG1-DB002"
